# key -> sha1(source text)[:10]   game version 1.0.5000.13
BattleDialog/Ch_2_4_9_1_001	6f54ff5bbc
LegendInfo/Ch_2_4_7_3_002	3cfd661924
LegendInfo/Ch_2_4_7_3_003	04830bad75
LegendInfo/Ch_2_4_7_3_004	94f76d011f
LegendInfo/Ch_2_4_7_3_005	548b473cff
LegendInfo/Ch_2_4_7_3_006	dbb4ec1a8f
LegendInfo/Ch_2_4_8_10_001	684cb6316d
LegendInfo/Ch_2_4_8_10_002	cbfa46edde
LegendInfo/Ch_2_4_8_10_003	30c2af16cb
LegendInfo/Ch_2_4_8_10_004	5954b4679c
LegendInfo/Ch_2_4_8_10_005	c50bee895b
LegendInfo/Ch_2_4_8_10_006	b95e2bb36d
LegendInfo/Ch_2_4_8_10_007	6145e16e4d
LegendInfo/Ch_2_4_8_10_1_001	f57598d93a
LegendInfo/Ch_2_4_8_11_001	61cefbfeac
LegendInfo/Ch_2_4_8_11_002	c752b53efb
LegendInfo/Ch_2_4_8_11_003	cf3addcf9d
LegendInfo/Ch_2_4_8_11_004	36747c7f17
LegendInfo/Ch_2_4_8_11_005	3aa558c275
LegendInfo/Ch_2_4_8_11_006	10dc19423c
LegendInfo/Ch_2_4_8_11_007	3a6e5f587d
LegendInfo/Ch_2_4_8_11_008	67773ce5ce
LegendInfo/Ch_2_4_8_11_009	51818d6594
LegendInfo/Ch_2_4_8_11_010	7e79730e19
LegendInfo/Ch_2_4_8_11_011	505b9709c8
LegendInfo/Ch_2_4_8_1_001	2123e29ad7
LegendInfo/Ch_2_4_8_1_002	23c9363670
LegendInfo/Ch_2_4_8_1_003	4e75a4e132
LegendInfo/Ch_2_4_8_2_001	0f1fc0e5eb
LegendInfo/Ch_2_4_8_2_002	337123e573
LegendInfo/Ch_2_4_8_2_003	237080a6fd
LegendInfo/Ch_2_4_8_4_001	72723f7729
LegendInfo/Ch_2_4_8_4_002	88b73685e5
LegendInfo/Ch_2_4_8_4_003	eaafcb532d
LegendInfo/Ch_2_4_8_4_004	8cd3091363
LegendInfo/Ch_2_4_8_4_005	68e5b0ee07
LegendInfo/Ch_2_4_8_4_006	41d4e22718
LegendInfo/Ch_2_4_8_4_1_001	6da06c7838
LegendInfo/Ch_2_4_8_4_1_002	6cb8b5043a
LegendInfo/Ch_2_4_8_4_2_001	fcacafedd2
LegendInfo/Ch_2_4_8_4_3_001	496023e2c9
LegendInfo/Ch_2_4_8_5_001	81b4199534
LegendInfo/Ch_2_4_8_6_001	7d67562674
LegendInfo/Ch_2_4_8_6_002	08b59fa0bd
LegendInfo/Ch_2_4_8_6_003	6d50fed243
LegendInfo/Ch_2_4_8_6_004	be620e36e7
LegendInfo/Ch_2_4_8_6_005	6e7c0e6263
LegendInfo/Ch_2_4_8_6_006	5edbd8cf0c
LegendInfo/Ch_2_4_8_6_007	df2883f717
LegendInfo/Ch_2_4_8_6_008	85ba2049f5
LegendInfo/Ch_2_4_8_6_009	a24aa3687d
LegendInfo/Ch_2_4_8_7_001	bb31c31ac8
LegendInfo/Ch_2_4_8_8_001	db49d1b572
LegendInfo/Ch_2_4_8_9_001	96f5eb0584
LegendInfo/Ch_2_4_8_9_002	54218e7e8f
LegendInfo/Ch_2_4_8_9_1_001	cff12ce68c
LegendInfo/Ch_2_4_9_1_001	ce399b88a8
LegendInfo/Ch_2_4_9_1_002	3aa0fd4d76
LegendInfo/Ch_2_4_9_1_003	97e21d2f35
LegendInfo/Ch_2_4_9_1_004	e5638e14e4
LegendInfo/Ch_2_4_9_2_001	2416426e81
LegendInfo/Ch_2_4_9_2_002	c947827854
LegendInfo/Ch_2_4_9_2_003	f0cd763917
LegendInfo/Ch_2_4_9_2_004	e2540cac9a
LegendInfo/Ch_2_4_9_2_005	36c742a894
LegendInfo/Ch_2_4_9_2_006	d950352f8e
LegendInfo/Ch_2_4_9_2_007	c9b6cdcf2f
LegendInfo/Ch_2_4_9_2_008	3bf3d9b1dc
LegendInfo/Ch_2_4_9_2_009	94a4fb1ec4
LegendInfo/Ch_2_4_9_2_010	15c2b105c9
LegendInfo/Ch_2_4_9_2_011	7e6b445290
LegendInfo/Ch_2_4_9_2_012	7eafd7d3d4
LegendInfo/Ch_2_4_9_2_013	1bc155232e
LegendInfo/Ch_2_5_1_001	e8be3990f5
LegendInfo/Ch_2_5_1_002	7ce97de288
LegendInfo/Ch_2_5_1_003	ee2bd3ec13
LegendInfo/Ch_2_5_1_004	a262ca8533
LegendInfo/Ch_2_5_1_005	3cba7d68a4
LegendInfo/Ch_2_5_1_006	7d46e2fea9
LegendInfo/Ch_2_5_1_007	43451797f4
LegendInfo/Ch_2_5_1_008	7fa4fe4278
LegendInfo/Ch_2_5_1_1_001	56e4575c28
LegendInfo/Ch_2_5_1_1_002	cb8f3703d7
LegendInfo/Ch_2_5_1_1_003	ec1c70075c
LegendInfo/Ch_2_5_1_1_004	e0f5e132ae
LegendInfo/Ch_2_5_1_1_005	de81f9ff3b
LegendInfo/Ch_2_5_1_1_006	46e750bbd3
LegendInfo/Ch_2_5_2_1_001	da85e3c012
LegendInfo/Ch_2_5_2_1_002	cb3ade19c7
LegendInfo/Ch_2_5_2_1_003	08ad2d5d29
LegendInfo/Ch_2_5_2_1_004	3420cba34a
LegendInfo/Ch_2_5_2_1_005	fd1a7213d2
LegendInfo/Ch_2_5_2_2_001	10c62604b2
LegendInfo/Ch_2_5_2_2_002	c88558673c
LegendInfo/Ch_2_5_2_2_003	74cd0ee8b1
LegendInfo/Ch_2_5_2_2_1_001	1db75673c0
LegendInfo/Ch_2_5_2_2_2_001	cd8541dbe8
LegendInfo/Ch_2_5_2_2_2_002	ff0dd2a84d
LegendInfo/Ch_2_5_2_3_001	2757fc30c9
LegendInfo/Ch_2_5_2_4_001	e9a5109133
LegendInfo/Ch_2_5_2_4_002	36d021293f
LegendInfo/Ch_2_5_2_4_003	46708f3202
LegendInfo/Ch_2_5_3_1_001	a1cff1d4f5
LegendInfo/Ch_2_5_3_1_002	0e9c115158
LegendInfo/Ch_2_5_3_1_003	36b6ff3fa6
LegendInfo/Ch_2_5_3_2_001	251775f192
LegendInfo/Ch_2_5_3_2_002	1d8e24deae
LegendInfo/Ch_2_5_3_2_003	202d44d4de
LegendInfo/Ch_2_5_3_2_004	bbfa5cf854
LegendInfo/Ch_2_5_3_2_005	3f61cbcd2a
LegendInfo/Ch_2_5_3_2_006	e2fd78d0a3
LegendInfo/Ch_2_5_3_2_007	9dbcc94a34
LegendInfo/Ch_2_5_3_2_008	5de5a25306
LegendInfo/Ch_2_5_3_3_1_001	f257fadbe4
LegendInfo/Ch_2_5_3_3_1_002	7230615c59
LegendInfo/Ch_2_5_3_3_2_001	7ab7f2f746
LegendInfo/Ch_2_5_3_3_2_002	2dffc027b0
LegendInfo/Ch_2_5_3_3_2_003	e49701a4a9
LegendInfo/Ch_2_5_3_3_3_001	ae1dc98dca
LegendInfo/Ch_2_5_3_3_3_002	94e428c6ea
LegendInfo/Ch_2_5_3_4_1_001	a073a12b6a
LegendInfo/Ch_2_5_3_4_1_002	1ac0bf58c0
LegendInfo/Ch_2_5_3_4_1_003	d17ce67461
LegendInfo/Ch_2_5_3_4_2_001	c484bf755c
LegendInfo/Ch_2_5_3_4_2_002	a4164f9ca0
LegendInfo/Ch_2_5_3_4_2_003	f9e43756c7
LegendInfo/Ch_2_5_3_4_3_001	14f4b9104f
LegendInfo/Ch_2_5_3_4_5_001	86571d8e07
LegendInfo/Ch_2_6_1_001	c8dbc7f831
LegendInfo/Ch_2_6_1_002	68834ce2b9
LegendInfo/Ch_2_6_1_003	8d6ee3eeba
LegendInfo/Ch_2_6_1_004	513c2e455e
LegendInfo/Ch_2_6_1_005	8b0bbe41ef
LegendInfo/Ch_2_6_1_006	72729e8bf1
LegendInfo/Ch_2_6_1_007	d06a3cddb2
LegendInfo/Ch_2_6_1_008	8a95187a65
LegendInfo/Ch_2_6_1_009	8cea8a499c
LegendInfo/Ch_2_6_2_1_1_001	6fba0d3f1a
LegendInfo/Ch_2_6_2_1_1_002	bcd1dd357a
LegendInfo/Ch_2_6_2_2_001	26a89f2fe2
LegendInfo/Ch_2_6_2_2_002	0df87310a2
LegendInfo/Ch_2_6_2_2_003	de0317f1ba
LegendInfo/Ch_2_6_2_2_004	29cb1e04e5
LegendInfo/Ch_2_6_2_3_001	0c02beafff
LegendInfo/Ch_2_6_2_4_001	5f77238f88
LegendInfo/Ch_2_6_3_1_001	e327455933
LegendInfo/Ch_2_6_3_1_002	09724b4584
LegendInfo/Ch_2_6_3_1_003	c8270713c3
LegendInfo/Ch_2_6_3_1_004	1fdad586e8
LegendInfo/Ch_2_6_3_1_005	862d0a89f3
LegendInfo/Ch_2_6_3_1_006	f5af033f38
LegendInfo/Ch_2_6_3_1_007	e1a821582d
LegendInfo/Ch_2_6_3_1_008	95d3a7c661
LegendInfo/Ch_2_6_3_1_009	38608144d8
LegendInfo/Ch_2_6_3_1_010	791f7f1a8f
LegendInfo/Ch_2_6_3_1_011	4631d8760e
LegendInfo/Ch_2_6_3_1_012	ffbbe6bafb
LegendInfo/Ch_2_6_3_3_001	9ee6da4d4a
LegendInfo/Ch_2_6_3_3_002	1b95094b5c
LegendInfo/Ch_2_6_3_3_003	1386204db4
LegendInfo/Ch_2_8_1_001	47dc5a4275
LegendInfo/Ch_2_8_1_002	871c0a7f23
LegendInfo/Ch_2_8_1_003	24085cb73d
LegendInfo/Ch_2_8_1_004	7c044b45d2
LegendInfo/Ch_2_8_1_005	c6bba92b1e
LegendInfo/Ch_2_8_1_006	8fa93dec6f
LegendInfo/Ch_2_8_1_007	5f360d25bc
LegendInfo/Ch_2_8_1_008	9f1276d601
LegendInfo/Ch_2_8_1_009	78071c1a4a
LegendInfo/Ch_2_8_1_010	3efd005a30
LegendInfo/Ch_2_8_1_011	f065306d68
LegendInfo/Ch_2_8_1_1_001	c74501b451
LegendInfo/Ch_2_8_1_2_001	467cd7a5e6
LegendInfo/Ch_2_8_1_2_002	56130ae97c
LegendInfo/Ch_2_8_1_2_003	c60a183eed
LegendInfo/Ch_2_8_2_001	429ded9e18
LegendInfo/Ch_2_8_2_002	b87382ed2c
LegendInfo/Ch_2_8_2_003	f049fe16eb
LegendInfo/Ch_3_10_1_001	d98850ac69
LegendInfo/Ch_3_10_1_002	b3b601da48
LegendInfo/Ch_3_10_1_003	ad5dc24886
LegendInfo/Ch_3_10_1_004	e86114b62d
LegendInfo/Ch_3_10_1_005	2ea38a49e4
LegendInfo/Ch_3_10_1_006	83a60d9240
LegendInfo/Ch_3_10_1_007	89a50fc459
LegendInfo/Ch_3_10_1_008	4ac583060f
LegendInfo/Ch_3_10_1_009	0b83a190c9
LegendInfo/Ch_3_10_1_010	b1f97ff089
LegendInfo/Ch_3_10_1_011	203fcffc70
LegendInfo/Ch_3_10_2_001	119808133e
LegendInfo/Ch_3_10_2_002	e5d0dcb971
LegendInfo/Ch_3_10_3_001	1f75a4082d
LegendInfo/Ch_3_11_1_001	b24226234a
LegendInfo/Ch_3_11_1_002	e150c07e4e
LegendInfo/Ch_3_11_1_003	d3b68017bd
LegendInfo/Ch_3_11_2_001	b4916645bc
LegendInfo/Ch_3_11_2_002	50da69040c
LegendInfo/Ch_3_11_2_003	85e6ead391
LegendInfo/Ch_3_11_2_004	86be50f5d6
LegendInfo/Ch_3_11_2_005	243b008aef
LegendInfo/Ch_3_11_2_006	9308ae48dc
LegendInfo/Ch_3_11_2_007	3488c78d30
LegendInfo/Ch_3_11_3_001	6e8d9d79a6
LegendInfo/Ch_3_11_3_002	deb567431d
LegendInfo/Ch_3_11_3_003	2e1c67b9e6
LegendInfo/Ch_3_11_4_001	da6e43cd24
LegendInfo/Ch_3_11_4_002	d5c3473e27
LegendInfo/Ch_3_11_4_003	9a40d9addc
LegendInfo/Ch_3_11_4_004	d4b146af27
LegendInfo/Ch_3_12_1_001	3dbbb0700d
LegendInfo/Ch_3_12_2_001	9a58719f24
LegendInfo/Ch_3_12_2_002	db63a26f08
LegendInfo/Ch_3_13_1_001	d155266194
LegendInfo/Ch_3_13_Break_Start_01_001	7023f04fab
LegendInfo/Ch_3_14_1_001	2a7536cff1
LegendInfo/Ch_3_14_1_002	a74e488d42
LegendInfo/Ch_3_14_1_003	ffaea00c02
LegendInfo/Ch_3_14_1_004	5f76861b65
LegendInfo/Ch_3_14_1_005	7ba29a6515
LegendInfo/Ch_3_14_1_006	7d25809857
LegendInfo/Ch_3_14_2_001	8b2be2a4d6
LegendInfo/Ch_3_14_2_002	45d071b496
LegendInfo/Ch_3_14_2_003	288f6c4820
LegendInfo/Ch_3_14_2_004	e488969e15
LegendInfo/Ch_3_14_2_005	16f590b3ed
LegendInfo/Ch_3_14_2_006	cf94cbaace
LegendInfo/Ch_3_14_2_007	8fc23fe30c
LegendInfo/Ch_3_14_2_008	9766c8381e
LegendInfo/Ch_3_14_2_009	205285d9ad
LegendInfo/Ch_3_16_1_001	02f92b3a5c
LegendInfo/Ch_3_16_1_002	896501198b
LegendInfo/Ch_3_16_1_003	675063f0a0
LegendInfo/Ch_3_16_1_004	6684968d1b
LegendInfo/Ch_3_16_2_001	ec57c2f043
LegendInfo/Ch_3_16_3_1_001	ff30f0fd3c
LegendInfo/Ch_3_16_3_2_001	8bc65546f3
LegendInfo/Ch_3_16_4_001	112921a10a
LegendInfo/Ch_3_16_4_002	2b136edf78
LegendInfo/Ch_3_16_4_003	fd1f8f26ed
LegendInfo/Ch_3_16_4_004	232c22c483
LegendInfo/Ch_3_16_4_005	89b7f95854
LegendInfo/Ch_3_1_1_001	1c68581efa
LegendInfo/Ch_3_1_2_1_001	7f5ffb46dd
LegendInfo/Ch_3_1_2_1_002	e38d63c9ca
LegendInfo/Ch_3_1_2_1_003	34756674bc
LegendInfo/Ch_3_1_2_1_004	ca9892ad4b
LegendInfo/Ch_3_1_2_1_1_001	fa1ca5f3e4
LegendInfo/Ch_3_1_2_1_1_002	038840e548
LegendInfo/Ch_3_1_2_1_1_003	51e3469688
LegendInfo/Ch_3_1_2_1_1_004	74938c73d7
LegendInfo/Ch_3_1_2_1_1_005	b8fccf7e94
LegendInfo/Ch_3_1_2_1_1_006	038840e548
LegendInfo/Ch_3_1_2_1_1_007	71027b17ba
LegendInfo/Ch_3_1_2_1_1_008	451bb7099f
LegendInfo/Ch_3_1_2_1_1_009	dee98d52d9
LegendInfo/Ch_3_1_2_2_001	117a2761c2
LegendInfo/Ch_3_1_2_2_002	c92bd3569f
LegendInfo/Ch_3_1_2_2_003	5e34c498ea
LegendInfo/Ch_3_1_2_2_004	82d1c87c78
LegendInfo/Ch_3_1_2_2_005	618f5a4fec
LegendInfo/Ch_3_1_2_2_006	5854437ecd
LegendInfo/Ch_3_1_2_2_007	d74a1da244
LegendInfo/Ch_3_1_2_2_008	2d761597d8
LegendInfo/Ch_3_1_2_3_Break_01_001	30a7268a02
LegendInfo/Ch_3_1_4_1_001	a361f703b1
LegendInfo/Ch_3_1_4_1_002	0f1349c179
LegendInfo/Ch_3_1_4_1_003	6a360e8985
LegendInfo/Ch_3_1_4_1_004	edd6538fbb
LegendInfo/Ch_3_1_4_1_005	efb80fc8f0
LegendInfo/Ch_3_1_4_1_006	1f2930e8b9
LegendInfo/Ch_3_1_4_1_007	edf78c994b
LegendInfo/Ch_3_1_4_2_Break_01_001	0f6b3e271e
LegendInfo/Ch_3_1_4_2_Break_01_002	baa228d295
LegendInfo/Ch_3_1_4_2_Break_01_003	44154583af
LegendInfo/Ch_3_1_4_3_1_001	9d0210a296
LegendInfo/Ch_3_1_4_3_1_002	f712fd9d6f
LegendInfo/Ch_3_1_4_3_2_001	2deb063b80
LegendInfo/Ch_3_1_4_3_2_002	e6a33b57cb
LegendInfo/Ch_3_1_4_3_2_003	5e04925d89
LegendInfo/Ch_3_1_4_3_2_004	679688c86a
LegendInfo/Ch_3_1_4_3_2_005	ed01217f5a
LegendInfo/Ch_3_1_5_1_001	a9c5732a34
LegendInfo/Ch_3_1_5_1_002	6ce045dad1
LegendInfo/Ch_3_1_5_1_003	ebf3b3b2c5
LegendInfo/Ch_3_1_5_1_004	1a6b090676
LegendInfo/Ch_3_1_5_1_005	0df04893ef
LegendInfo/Ch_3_1_5_1_006	47809961d1
LegendInfo/Ch_3_1_5_2_001	d70cd6f059
LegendInfo/Ch_3_1_5_2_1_001	2a77743327
LegendInfo/Ch_3_1_5_2_1_1_001	aa27982892
LegendInfo/Ch_3_1_5_2_1_1_002	aa27982892
LegendInfo/Ch_3_1_5_2_2_001	9346bb3c43
LegendInfo/Ch_3_1_5_2_2_002	4715878b85
LegendInfo/Ch_3_1_5_2_2_003	519ae58f06
LegendInfo/Ch_3_1_5_2_2_004	9410a9404b
LegendInfo/Ch_3_1_5_2_2_005	5005d7cff8
LegendInfo/Ch_3_1_5_2_2_006	ef40acb466
LegendInfo/Ch_3_1_5_2_2_1_001	5a12477060
LegendInfo/Ch_3_1_5_2_2_1_002	81fe70571b
LegendInfo/Ch_3_1_5_2_2_1_003	6970607207
LegendInfo/Ch_3_1_5_2_2_1_004	7080d31071
LegendInfo/Ch_3_1_5_2_2_1_005	8c7a738819
LegendInfo/Ch_3_1_5_2_2_1_006	1c4c570225
LegendInfo/Ch_3_1_5_2_2_1_007	4696ce4353
LegendInfo/Ch_3_1_5_2_2_1_008	3057b3f7e2
LegendInfo/Ch_3_1_5_2_2_1_009	ad2d70b82c
LegendInfo/Ch_3_1_5_2_2_1_010	42f9d04b34
LegendInfo/Ch_3_1_5_3_001	c54bf1a959
LegendInfo/Ch_3_1_5_3_002	1d631fd72f
LegendInfo/Ch_3_1_5_3_003	7dfc4a481c
LegendInfo/Ch_3_1_5_3_004	a7f1ff5ba5
LegendInfo/Ch_3_1_5_3_005	9b7d57c9e7
LegendInfo/Ch_3_1_5_3_006	3eba7da7c1
LegendInfo/Ch_3_1_5_3_007	94e378676f
LegendInfo/Ch_3_1_6_1_001	6b4e318a9a
LegendInfo/Ch_3_1_6_1_002	f223ebf835
LegendInfo/Ch_3_1_6_2_001	0c16be9bb0
LegendInfo/Ch_3_1_6_3_001	32014210a0
LegendInfo/Ch_3_1_6_3_002	e2bc29b435
LegendInfo/Ch_3_1_6_3_003	52f19e1d58
LegendInfo/Ch_3_1_6_4_001	3aab101950
LegendInfo/Ch_3_1_6_4_002	19e578b3ca
LegendInfo/Ch_3_1_6_4_003	72edd6c7c3
LegendInfo/Ch_3_1_6_4_004	781a4328fd
LegendInfo/Ch_3_1_6_4_005	9cbf955dc2
LegendInfo/Ch_3_1_6_4_006	e18aec90ed
LegendInfo/Ch_3_1_6_4_007	1e9781ac8d
LegendInfo/Ch_3_1_6_4_008	3be7d19f8f
LegendInfo/Ch_3_1_6_4_009	5448704648
LegendInfo/Ch_3_1_6_4_010	ebc0f499b2
LegendInfo/Ch_3_1_6_4_011	16c8bc5214
LegendInfo/Ch_3_1_6_4_012	430b682243
LegendInfo/Ch_3_1_6_4_013	ab6ccfdbc7
LegendInfo/Ch_3_1_6_4_014	ac56df17be
LegendInfo/Ch_3_1_6_4_015	ffbf9b051f
LegendInfo/Ch_3_1_6_4_016	3184ea89cc
LegendInfo/Ch_3_1_6_4_017	e639fce1b2
LegendInfo/Ch_3_1_6_4_018	fb8e491f4d
LegendInfo/Ch_3_1_6_4_019	58358b80be
LegendInfo/Ch_3_1_6_4_020	02629d89ed
LegendInfo/Ch_3_1_6_4_1_001	b63dc2de74
LegendInfo/Ch_3_1_6_4_2_001	13d6b80320
LegendInfo/Ch_3_1_6_4_2_002	d0153541b9
LegendInfo/Ch_3_1_6_4_2_003	e363ae03b8
LegendInfo/Ch_3_1_6_4_3_001	a0d81b2f7c
LegendInfo/Ch_3_1_6_4_3_002	a372cb209d
LegendInfo/Ch_3_1_6_4_3_003	e8d9f75742
LegendInfo/Ch_3_1_6_4_3_004	1881d7fb16
LegendInfo/Ch_3_1_6_4_3_005	969271fdda
LegendInfo/Ch_3_1_6_4_3_006	69f806c973
LegendInfo/Ch_3_1_6_4_3_007	05a764af80
LegendInfo/Ch_3_1_6_4_3_008	561fc0b60a
LegendInfo/Ch_3_1_6_4_4_001	cbb3d727c9
LegendInfo/Ch_3_1_6_4_4_002	f31beb28d3
LegendInfo/Ch_3_1_6_4_4_003	4f1f16ee48
LegendInfo/Ch_3_1_6_4_4_004	fc8094c8fa
LegendInfo/Ch_3_1_6_4_4_005	f98259cde7
LegendInfo/Ch_3_1_6_4_4_006	a120134767
LegendInfo/Ch_3_1_6_4_4_007	f302e276f0
LegendInfo/Ch_3_1_6_4_4_008	15780b0266
LegendInfo/Ch_3_1_6_4_4_009	61f4e9d04d
LegendInfo/Ch_3_1_7_1_001	bdb0768f06
LegendInfo/Ch_3_1_7_1_002	2eb38faf8d
LegendInfo/Ch_3_1_7_1_003	2c13bb8cb6
LegendInfo/Ch_3_1_7_1_004	79eefd1036
LegendInfo/Ch_3_1_7_1_005	47b7ac52fa
LegendInfo/Ch_3_1_7_1_006	0d316a086f
LegendInfo/Ch_3_1_7_3_001	0f98940e31
LegendInfo/Ch_3_1_7_3_002	b9cad17a1c
LegendInfo/Ch_3_1_7_3_003	b6d9a34eb2
LegendInfo/Ch_3_1_7_3_004	4d15b51c0b
LegendInfo/Ch_3_1_7_3_005	0af7ddc3e9
LegendInfo/Ch_3_1_7_3_006	f4470d4676
LegendInfo/Ch_3_1_7_4_001	68f126d644
LegendInfo/Ch_3_1_7_4_002	f76c60bc95
LegendInfo/Ch_3_1_7_4_003	e5be38dd73
LegendInfo/Ch_3_1_7_4_004	1f3ff30204
LegendInfo/Ch_3_1_7_4_005	f333bddbe7
LegendInfo/Ch_3_1_7_4_006	9d6ef312ea
LegendInfo/Ch_3_1_7_4_007	d82e6e1d2a
LegendInfo/Ch_3_1_7_4_008	776d66aded
LegendInfo/Ch_3_1_7_4_1_001	e94fb47ba1
LegendInfo/Ch_3_1_7_4_2_001	011e459b06
LegendInfo/Ch_3_1_7_4_2_002	48f9fd8e2f
LegendInfo/Ch_3_1_7_4_3_001	87c637c7f0
LegendInfo/Ch_3_1_7_5_001	81ec141dcb
LegendInfo/Ch_3_1_7_5_1_001	be81d1b422
LegendInfo/Ch_3_1_7_6_001	677832a14e
LegendInfo/Ch_3_1_7_6_Break_01_001	21faef355f
LegendInfo/Ch_3_1_7_6_Break_01_002	4f98e91d82
LegendInfo/Ch_3_1_7_6_Break_01_003	04b48bba73
LegendInfo/Ch_3_1_7_6_Break_01_004	028c2a7a58
LegendInfo/Ch_3_2_1_001	76fc12ba33
LegendInfo/Ch_3_2_2_001	ac2afbf51f
LegendInfo/Ch_3_2_2_002	cc3f09ccf4
LegendInfo/Ch_3_2_2_003	685670ee3a
LegendInfo/Ch_3_2_2_004	c7b5f296c2
LegendInfo/Ch_3_2_2_005	4c7f28fb48
LegendInfo/Ch_3_2_2_006	33f4cee6a3
LegendInfo/Ch_3_2_2_007	d968527106
LegendInfo/Ch_3_2_2_008	4b276b1e88
LegendInfo/Ch_3_2_2_009	cc0cd9e06d
LegendInfo/Ch_3_2_2_010	e8a0dc09bb
LegendInfo/Ch_3_2_3_2_001	c0feac8112
LegendInfo/Ch_3_2_3_2_002	095522d190
LegendInfo/Ch_3_2_3_2_2_001	d92ad4e41b
LegendInfo/Ch_3_2_3_2_2_002	ad76c02fb1
LegendInfo/Ch_3_2_3_2_2_003	f0bf386236
LegendInfo/Ch_3_2_3_2_2_004	4855157f41
LegendInfo/Ch_3_2_3_2_2_1_001	c1ad38a2f5
LegendInfo/Ch_3_2_3_2_2_1_002	35774350d0
LegendInfo/Ch_3_2_3_2_2_2_001	473a7c1e2e
LegendInfo/Ch_3_2_3_2_2_2_002	cf363cdec1
LegendInfo/Ch_3_2_3_2_2_2_003	8ab85d0c09
LegendInfo/Ch_3_2_3_2_3_1_001	0172bf1d5b
LegendInfo/Ch_3_2_3_2_3_1_002	147506ac17
LegendInfo/Ch_3_2_3_2_3_Break_01_001	fa2b897c62
LegendInfo/Ch_3_2_3_2_3_Break_01_002	ede6ff7f2a
LegendInfo/Ch_3_2_3_2_3_Break_01_003	dc66126334
LegendInfo/Ch_3_2_3_2_3_Break_01_004	91f1c2109c
LegendInfo/Ch_3_2_3_2_3_Break_03_001	761674a0e5
LegendInfo/Ch_3_2_3_2_5_001	b8147cd25d
LegendInfo/Ch_3_2_3_2_5_1_001	a3b87a7d80
LegendInfo/Ch_3_2_3_2_5_2_001	2e3a2c4df4
LegendInfo/Ch_3_2_3_2_5_3_001	6a980027e0
LegendInfo/Ch_3_2_3_2_Break_03_001	14c7c0d0b2
LegendInfo/Ch_3_2_3_2_Break_04_001	20ea283b50
LegendInfo/Ch_3_3_1_2_001	6b3d960428
LegendInfo/Ch_3_3_1_2_002	8eb753d393
LegendInfo/Ch_3_3_1_2_003	632a588d69
LegendInfo/Ch_3_3_1_2_004	a18a84517a
LegendInfo/Ch_3_3_1_2_1_001	2114e3e28b
LegendInfo/Ch_3_3_1_2_1_002	ae3633a25d
LegendInfo/Ch_3_3_1_2_1_003	5a3a71c0d0
LegendInfo/Ch_3_3_1_2_1_004	79568dc370
LegendInfo/Ch_3_3_1_2_2_001	fc35d54b0c
LegendInfo/Ch_3_3_1_2_2_002	edb5d546a7
LegendInfo/Ch_3_3_1_2_2_003	a35542e55d
LegendInfo/Ch_3_3_1_2_2_004	41a7a55762
LegendInfo/Ch_3_3_1_2_2_005	7320280ee9
LegendInfo/Ch_3_3_1_2_2_006	3022069d57
LegendInfo/Ch_3_3_1_2_2_007	1a487b26bd
LegendInfo/Ch_3_3_1_2_2_008	f916d33624
LegendInfo/Ch_3_3_2_1_001	3a0291eb98
LegendInfo/Ch_3_3_2_1_Break_01_001	5fe56e1330
LegendInfo/Ch_3_3_2_1_Break_01_002	3e9d35155d
LegendInfo/Ch_3_3_2_1_Break_01_003	04b5836581
LegendInfo/Ch_3_3_2_1_Break_01_004	54afa44d3b
LegendInfo/Ch_3_3_2_1_Break_01_005	2aaa6e6561
LegendInfo/Ch_3_3_2_1_Break_01_006	a1c2921533
LegendInfo/Ch_3_3_2_1_Break_01_007	b703f387ba
LegendInfo/Ch_3_3_2_1_Break_01_008	b38a0bbdde
LegendInfo/Ch_3_3_2_1_Break_01_009	93e01c41c3
LegendInfo/Ch_3_3_2_2_001	a3e52c1767
LegendInfo/Ch_3_3_2_2_002	0089ac65bb
LegendInfo/Ch_3_3_2_2_003	f6ad9a6cd7
LegendInfo/Ch_3_3_2_2_004	1d557659d2
LegendInfo/Ch_3_3_2_2_4_001	946e615edc
LegendInfo/Ch_3_5_1_001	04279a0d6c
LegendInfo/Ch_3_5_1_002	a147e0ff60
LegendInfo/Ch_3_5_1_003	2c6760d03e
LegendInfo/Ch_3_5_1_004	5be8cde2e3
LegendInfo/Ch_3_5_1_005	f682ad104a
LegendInfo/Ch_3_5_1_006	63b484bae5
LegendInfo/Ch_3_5_1_007	74ae395f8e
LegendInfo/Ch_3_5_1_008	1d286fbec3
LegendInfo/Ch_3_5_1_009	76ba1e56a7
LegendInfo/Ch_3_5_1_010	e79f09090a
LegendInfo/Ch_3_5_2_001	97d97bc71e
LegendInfo/Ch_3_5_2_002	03b1102790
LegendInfo/Ch_3_5_2_003	d588f35c9e
LegendInfo/Ch_3_5_2_004	8a1ab7da4d
LegendInfo/Ch_3_5_2_005	17e758825b
LegendInfo/Ch_3_5_2_006	178120b85a
LegendInfo/Ch_3_5_2_007	33a796ba16
LegendInfo/Ch_3_5_2_008	3457d77fd3
LegendInfo/Ch_3_5_2_009	491bbc0315
LegendInfo/Ch_3_5_2_010	bcad422b53
LegendInfo/Ch_3_5_2_011	a54c958a3b
LegendInfo/Ch_3_5_2_012	449d18e2a7
